x_albumin_before_hydrolysis_LDA,y_albumin_before_hydrolysis_LDA,x_albumin_after_hydrolysis_LDA,y_albumin_after_hydrolysis_LDA,x_fibrinogen_before_hydrolysis_LDA,y_fibrinogen_before_hydrolysis_LDA,x_fibrinogen_after_hydrolysis_LDA,y_fibrinogen_after_hydrolysis_LDA,x_fibrinogen&albumin_before_hydrolysis_LDA,y_fibrinogen&albumin_before_hydrolysis_LDA,x_fibrinogen&albumin_after_hydrolysis_LDA,y_fibrinogen&albumin_after_hydrolysis_LDA
,,,,101.0,0.9945512986501084,101.0,0.9908367297298301,101,0.9864168119979365,101.0,0.9866237259468622
,,,,102.0,0.9898805486698641,102.0,0.987379355458668,102,0.9878371278424269,102.0,0.9861120652012832
,,,,103.0,0.9922029865842525,103.0,0.9896860285725756,103,0.9890183005089601,103.0,0.9842662211083264
,,,,104.0,0.9922727657860456,104.0,0.9908585171104296,104,0.9891821928277529,104.0,0.9890824541365845
,,,,105.0,0.9945905120943972,105.0,0.9874783092444074,105,0.9877438917850239,105.0,0.9850140012290239
,,,,106.0,0.9930338049209274,106.0,0.9919796990530367,106,0.9877683101550546,106.0,0.9890800113825259
,,,,107.0,0.9922490091924767,107.0,0.9884563707500976,107,0.9850282056334386,107.0,0.9862265489414981
,,,,108.0,0.9914954195581817,108.0,0.9839764569118548,108,0.9885010566502392,108.0,0.9860701135554937
,,,,109.0,0.9899071744632046,109.0,0.9760666117545491,109,0.987794310719761,109.0,0.9848363934146772
,,,,110.0,0.9953623531496801,110.0,0.9818733848719775,110,0.98574946315245,110.0,0.9880923244914841
,,,,111.0,0.9906657290179683,111.0,0.9818664177283793,111,0.9898541063193275,111.0,0.991137688275269
,,,,112.0,0.9906919877890894,112.0,0.9839630118179947,112,0.985744602112744,112.0,0.9921408459420156
,,,,113.0,0.9938079057944312,113.0,0.9827805299953382,113,0.9816087479293658,113.0,0.9851044468532124
,,,,114.0,0.9937496543771535,114.0,0.9723074084418226,114,0.9891370072474359,114.0,0.9820260527862867
,,,,115.0,0.9907052566921746,115.0,0.979487164014049,115,0.9864381076562497,115.0,0.9843348341755879
,,,,116.0,0.99147724000778,116.0,0.9827227330843178,116,0.9809347005575612,116.0,0.978867648423892
,,,,117.0,0.9883771191278051,117.0,0.9691690221266472,117,0.9871397434684598,117.0,0.9872077572239495
,,,,118.0,0.9907139762495454,118.0,0.9709443116292026,118,0.9836562065154207,118.0,0.9870816886236937
,,,,119.0,0.9899334332343257,119.0,0.9687539190432761,119,0.9912093435498698,119.0,0.9861230752956636
,,,,120.0,0.9906842538443379,120.0,0.9595878301220337,120,0.9857728920583304,120.0,0.9842595930814891
,,,,121.0,0.985039164493765,121.0,0.9680514460508396,121,0.9897691411300439,121.0,0.9802415878349532
,,,,122.0,0.9953558934105303,122.0,0.9596514825106978,122,0.98850632276403,122.0,0.9852234808215755
,,,,123.0,0.9930402822575113,123.0,0.9545759492127605,123,0.9918192778471425,123.0,0.9802120915796951
,,,,124.0,0.9922554865290606,124.0,0.9667647316201301,124,0.9898758015045418,124.0,0.9792264606733194
,,,,125.0,0.9945108407494098,125.0,0.9482032467336673,125,0.9938981873255993,125.0,0.9833201318407468
,,,,126.0,0.9906515298883908,126.0,0.9452827060887254,126,0.9831043380717841,126.0,0.9752767622407031
,,,,127.0,0.9945683760032004,127.0,0.947255477787154,127,0.9898468921633231,127.0,0.9812300300430428
,,,,128.0,0.9899536909989402,128.0,0.9386478781687135,128,0.983678787545721,128.0,0.9803261483585707
,,,,129.0,0.9906961104690136,129.0,0.9368733208182435,129,0.9884851201887564,129.0,0.9802915929680687
,,,,130.0,0.9898271536934317,130.0,0.9186996361466825,130,0.9925316706864376,130.0,0.9824768582580942
,,,,131.0,0.9914551215140173,131.0,0.9235089767337418,131,0.9897852551545909,131.0,0.9862390021974833
,,,,132.0,0.9922554865290606,132.0,0.9218423271034174,132,0.9828841679846699,132.0,0.9762915506061735
,,,,133.0,0.9922016667610544,133.0,0.8997748973533733,133,0.9919145863624435,133.0,0.979209830971085
,,,,134.0,0.9914869991571899,134.0,0.9081786086610245,134,0.9925014784905892,134.0,0.9774118282299828
,,,,135.0,0.990718407898817,135.0,0.9052039127920477,135,0.9877366530494615,135.0,0.9714291313044697
,,,,136.0,0.9937858997365413,136.0,0.8849126956127815,136,0.9897344634982497,136.0,0.977214245870114
,,,,137.0,0.9876286240017078,137.0,0.8575656757385821,137,0.9864511782886247,137.0,0.9772898682670842
,,,,138.0,0.992971448027793,138.0,0.831571801899516,138,0.9863305474762711,138.0,0.9753637101483261
,,,,139.0,0.9899177744797129,139.0,0.8310785218950634,139,0.9884950596291021,139.0,0.9734971491893945
,,,,140.0,0.9929988388194512,140.0,0.7806826920098077,140,0.9884423814577165,140.0,0.9616383148804004
,,,,141.0,0.9899206398997645,141.0,0.7180446544256804,141,0.989831369402908,141.0,0.9608139665409697
,,,,142.0,0.989933522702346,142.0,0.6535513552368629,142,0.9796700970462494,142.0,0.974458169784058
,,,,143.0,0.9922515019261581,143.0,0.6454623306168076,143,0.9843798276236332,143.0,0.9399479471962822
,,,,144.0,0.9875876276100168,144.0,0.6735874366523843,144,0.9904473787190791,144.0,0.9571852141201829
,,,,145.0,0.9922684060073602,145.0,0.6962217555545738,145,0.9816597907586959,145.0,0.9559507963238326
,,,,146.0,0.9898916889804815,146.0,0.6765703619008651,146,0.9863766424090443,146.0,0.9539959229334831
,,,,147.0,0.9922693021519592,147.0,0.6937664115746299,147,0.9877132333817864,147.0,0.9545685834251803
,,,,148.0,0.9907117516261925,148.0,0.6210818433862056,148,0.9864688913723042,148.0,0.9568407007713928
,,,,149.0,0.9875834167256181,149.0,0.6771233232141671,149,0.9863666718921283,149.0,0.9382778090911619
,,,,150.0,0.9907034153981679,150.0,0.658489888821648,150,0.9806526606755648,150.0,0.9526887990460493
,,,,151.0,0.9867693776566859,151.0,0.6484966721662475,151,0.9856727541332442,151.0,0.9307060728205795
,,,,152.0,0.9906896331324297,152.0,0.6233792165083724,152,0.9877755402134287,152.0,0.9241461728508501
,,,,153.0,0.9883186476319499,153.0,0.5667101873125139,153,0.9871012971222777,153.0,0.9407103503846924
,,,,154.0,0.9907376338332478,154.0,0.6181844510072213,154,0.9850984485876254,154.0,0.9330037643023972
,,,,155.0,0.9876088953594728,155.0,0.5820189837941949,155,0.9816129661018458,155.0,0.9218430709593937
,,,,156.0,0.9890889815661708,156.0,0.538945940482585,156,0.9830495278258616,156.0,0.9056162054774455
,,,,157.0,0.9914922946414122,157.0,0.5757077057369866,157,0.9822507420897748,157.0,0.9034975906548726
,,,,158.0,0.987617873469239,158.0,0.541837997254098,158,0.9863771033164435,158.0,0.8988751495982326
,,,,159.0,0.9890131270763997,159.0,0.5474994148740793,159,0.9877637230593791,159.0,0.8901058394027311
,,,,160.0,0.9860297222848323,160.0,0.5017876900882352,160,0.9842303520009811,160.0,0.8671036012589857
,,,,161.0,0.9875700313399696,161.0,0.4894156302055197,161,0.9822554160426391,161.0,0.8702897992877342
,,,,162.0,0.9945929872306445,162.0,0.4609409865517478,162,0.9829996543721854,162.0,0.8255745081940767
,,,,163.0,0.9883271834935323,163.0,0.4799415364608141,163,0.9843756617741246,163.0,0.8292945730105128
,,,,164.0,0.9859777826457223,164.0,0.460246071319835,164,0.9891066220004996,164.0,0.7709453114404785
,,,,165.0,0.9868023323527141,165.0,0.4343950483352768,165,0.9836062858844792,165.0,0.7311462976162646
,,,,166.0,0.9899356212745275,166.0,0.461835283217953,166,0.9877625695132591,166.0,0.7181168417559968
,,,,167.0,0.9875851930390561,167.0,0.41925216810243393,167,0.983496473854067,167.0,0.6554210921346771
,,,,168.0,0.9907018262010955,168.0,0.4124121195448525,168,0.9829638603503592,168.0,0.7114762764510296
,,,,169.0,0.9882627599218362,169.0,0.3773287568130424,169,0.9898434896903379,169.0,0.7308829804790278
,,,,170.0,0.9891180452650888,170.0,0.3569500584985143,170,0.9844002510205121,170.0,0.7463210907953693
,,,,171.0,0.9868106551586072,171.0,0.3410272402367407,171,0.9864590692394082,171.0,0.7843932690361338
,,,,172.0,0.9766658136002322,172.0,0.3614065989583352,172,0.9816114909497352,172.0,0.7123832215255781
,,,,173.0,0.9829588368906291,173.0,0.368340363182119,173,0.989777506608832,173.0,0.7715795300040521
,,,,174.0,0.9790632562079019,174.0,0.32775518491955136,174,0.9870402327989088,174.0,0.7569952523946664
,,,,175.0,0.9766371041058608,175.0,0.33639477801567824,175,0.9843114738446918,175.0,0.7365835324515312
,,,,176.0,0.9860534961821029,176.0,0.3119022042805792,176,0.9870536196009642,176.0,0.7177784629008974
,,,,177.0,0.9767329289051765,177.0,0.29749391089438426,177,0.9870883116417724,177.0,0.7438186716161977
,,,,178.0,0.9836904099595642,178.0,0.3142952158899593,178,0.9822047329200936,178.0,0.6896932129487467
,,,,179.0,0.983733685108155,179.0,0.2897296603414333,179,0.9829594974500342,179.0,0.6757930867065094
,,,,180.0,0.9829340402288868,180.0,0.28425253166449693,180,0.9802607084193783,180.0,0.6725364377685263
,,,,181.0,0.9844686992530057,181.0,0.24795514236757857,181,0.9809784384086617,181.0,0.6601300456084419
,,,,182.0,0.9844358977645341,182.0,0.2565884864055169,182,0.9794830558730376,182.0,0.625026494068448
,,,,183.0,0.9867888788333508,183.0,0.259852103225481,183,0.9877196546167696,183.0,0.6040237511249019
,,,,184.0,0.986134011680756,184.0,0.2520630372711593,184,0.9857713595298695,184.0,0.5896238442667486
,,,,185.0,0.9804730428521404,185.0,0.23586075370738682,185,0.9864427503000991,185.0,0.5796169860575421
,,,,186.0,0.9837427136646301,186.0,0.2184756213293768,186,0.9789520056430268,186.0,0.5832026633940551
,,,,187.0,0.9852316564775394,187.0,0.22810270254492415,187,0.9822168353982944,187.0,0.5794087401546232
,,,,188.0,0.977519655217151,188.0,0.22278659658411007,188,0.9850683378815795,188.0,0.5461114864309445
,,,,189.0,0.9759046743734606,189.0,0.19186929499108196,189,0.9834860349348127,189.0,0.527905268461195
,,,,190.0,0.9688048322450338,190.0,0.21355291796643072,190,0.981623959661478,190.0,0.5170494805164139
,,,,191.0,0.9799295746752956,191.0,0.20416144482371879,191,0.9829494523969736,191.0,0.49943463354492246
,,,,192.0,0.9741572190011165,192.0,0.20620365384375994,192,0.9815960760228837,192.0,0.47497374469905396
,,,,193.0,0.9642770669126222,193.0,0.19316553506977238,193,0.9829056315387925,193.0,0.5117432940866113
,,,,194.0,0.966691549456927,194.0,0.1877543778375042,194,0.9815136043188825,194.0,0.4592175813464994
,,,,195.0,0.9679282090527133,195.0,0.17153362773532954,195,0.9796568707601757,195.0,0.4279995503922559
,,,,196.0,0.9603312935048991,196.0,0.17817924336996369,196,0.984316058578311,196.0,0.43378429626388865
,,,,197.0,0.970519707774353,197.0,0.18345390098056377,197,0.9766604832065653,197.0,0.4061342967758886
,,,,198.0,0.9540545637382276,198.0,0.15641100704956967,198,0.9808283796931481,198.0,0.4336627717980248
,,,,199.0,0.9566954681956088,199.0,0.1921400287945767,199,0.9829411881891941,199.0,0.3947149052795636
,,,,200.0,0.9531381007284211,200.0,0.186942374336094,200,0.9796048526490212,200.0,0.3744520036105287
,,,,201.0,0.9408523812066266,201.0,0.16846464838764946,201,0.9755635824734197,201.0,0.36179554518601886
,,,,202.0,0.9448591536005213,202.0,0.1491292879650978,202,0.9816441340971974,202.0,0.3740102781331079
,,,,203.0,0.9312379856602713,203.0,0.1661752978220974,203,0.9728231179584539,203.0,0.34765169843604093
,,,,204.0,0.9354314836940884,204.0,0.15497026381736947,204,0.9753800522113777,204.0,0.33957261688133566
,,,,205.0,0.9333170544886277,205.0,0.17008330878025388,205,0.9775555325062183,205.0,0.32239875973780246
,,,,206.0,0.9073972721718563,206.0,0.14455970133056564,206,0.9756689665166436,206.0,0.31646133978514035
,,,,207.0,0.8845793916927974,207.0,0.1710763113136772,207,0.9789408285026637,207.0,0.29352611973030684
,,,,208.0,0.8743116311279726,208.0,0.16658120383527983,208,0.9694319502058295,208.0,0.29637290645532566
,,,,209.0,0.8633323444609263,209.0,0.15425393959219513,209,0.9808180481469388,209.0,0.28617245378134754
,,,,210.0,0.8254078284641275,210.0,0.1892469212386978,210,0.9741584537493534,210.0,0.2660325211322246
,,,,211.0,0.7795523108290757,211.0,0.15244532159911273,211,0.9802951046580554,211.0,0.262978442176491
,,,,212.0,0.7230442551200847,212.0,0.18276876551632693,212,0.9618483498524887,212.0,0.25049183347569853
,,,,213.0,0.6290640258095099,213.0,0.1656314494080244,213,0.9708422648414344,213.0,0.24849750240402052
,,,,214.0,0.6217324959828203,214.0,0.20806020276840734,214,0.9762642741962566,214.0,0.2432786587836651
,,,,215.0,0.6344552160013176,215.0,0.19012538867812034,215,0.9721145890589453,215.0,0.23631306217127368
,,,,216.0,0.6306458121890182,216.0,0.19264265202645717,216,0.9715056526627303,216.0,0.227815848941621
,,,,217.0,0.6413184776564198,217.0,0.19610967061719392,217,0.9641360958358707,217.0,0.23554931806264187
,,,,218.0,0.6692285318099388,218.0,0.2685577124513266,218,0.9635606066247081,218.0,0.23508787885970256
,,,,219.0,0.632409833065626,219.0,0.21644189583772877,219,0.9680182415319976,219.0,0.21932912250690634
,,,,220.0,0.6154942366849638,220.0,0.2368650123418021,220,0.9654001755843514,220.0,0.2074729432836439
,,,,221.0,0.6233145447018725,221.0,0.22438891484288706,221,0.9672728390879055,221.0,0.1995754864897151
,,,,222.0,0.5941899072123196,222.0,0.25248358116438036,222,0.9598957869616924,222.0,0.17806504112202934
,,,,223.0,0.5657272337156122,223.0,0.2805946306234138,223,0.9544040843079421,223.0,0.17549850538493206
,,,,224.0,0.5347965876220293,224.0,0.2673207207290705,224,0.9546953587269438,224.0,0.19867839947229318
,,,,225.0,0.5389678227810226,225.0,0.30632165903305614,225,0.9530227688443617,225.0,0.17881049733388754
,,,,226.0,0.5032435437403595,226.0,0.37762067186885656,226,0.949334721428794,226.0,0.17366412515393292
,,,,227.0,0.48257314928891126,227.0,0.3700373117014525,227,0.9532022408236593,227.0,0.17191154659648553
,,,,228.0,0.4353614879182471,228.0,0.5167957303702705,228,0.9524945064732511,228.0,0.14972522489695836
,,,,229.0,0.4385511242237166,229.0,0.6026245477795781,229,0.9395618931698765,229.0,0.15895804661179525
,,,,230.0,0.41789291292137454,,,230,0.9371093690512767,230.0,0.17918856125921595
,,,,231.0,0.3971377757969466,,,231,0.9360271593594421,231.0,0.16554896760547289
